ts,cmd_get,cmd_set,get_hits,get_misses,rcount,ravg,rp99,wcount,wavg,wp99,badcrc,err5,cpu_total,cpu_idle,re2ec,re2ea,re2ep99,we2ec,we2ea,we2ep99,radmit,wadmit,wret,waitenq,yields
1785577644.295636809,341617909,1000064,341617909,0,341620150,40303,88400,1000064,30252,511400,0,0,422513906,381107037,341633577,242806,585400,1000064,53011,801800,202508,21851,906,964592491,0
1785577645.319659421,353961579,1000064,353961579,0,353962623,40296,88400,1000064,30252,511400,0,0,422516977,381107040,353974610,242766,585100,1000064,53011,801800,202474,21851,906,999416167,0
1785577646.333810480,360894530,1000064,360894530,0,360894530,40316,88500,1000064,30252,511400,0,0,422520020,381108329,360894530,242872,585400,1000064,53011,801800,202555,21851,906,1018850699,0
1785577647.353276380,360894530,1000064,360894530,0,360894530,40316,88500,1000064,30252,511400,0,0,422523072,381111372,360894530,242872,585400,1000064,53011,801800,202555,21851,906,1018850699,0
1785577648.376965300,360894530,1000064,360894530,0,360894530,40316,88500,1000064,30252,511400,0,0,422526141,381114397,360894530,242872,585400,1000064,53011,801800,202555,21851,906,1018850699,0
1785577649.397880288,360894530,1000064,360894530,0,360894530,40316,88500,1000064,30252,511400,0,0,422529208,381117411,360894530,242872,585400,1000064,53011,801800,202555,21851,906,1018850699,0
1785577650.418509483,360894530,1000064,360894530,0,360894530,40316,88500,1000064,30252,511400,0,0,422532264,381120452,360894530,242872,585400,1000064,53011,801800,202555,21851,906,1018850699,0
1785577651.441172514,360894530,1000064,360894530,0,360894530,40316,88500,1000064,30252,511400,0,0,422535329,381123466,360894530,242872,585400,1000064,53011,801800,202555,21851,906,1018850699,0
1785577652.464317508,360894530,1000064,360894530,0,360894530,40316,88500,1000064,30252,511400,0,0,422538395,381126485,360894530,242872,585400,1000064,53011,801800,202555,21851,906,1018850699,0
1785577653.488071669,360894530,1000064,360894530,0,360894530,40316,88500,1000064,30252,511400,0,0,422541465,381129538,360894530,242872,585400,1000064,53011,801800,202555,21851,906,1018850699,0
1785577654.509337420,360894530,1000064,360894530,0,360894530,40316,88500,1000064,30252,511400,0,0,422544528,381132475,360894530,242872,585400,1000064,53011,801800,202555,21851,906,1018850699,0
1785577655.532975466,360894530,1000064,360894530,0,360894530,40316,88500,1000064,30252,511400,0,0,422547598,381135489,360894530,242872,585400,1000064,53011,801800,202555,21851,906,1018850699,0
1785577656.556648102,360894530,1000064,360894530,0,360894530,40316,88500,1000064,30252,511400,0,0,422550668,381138543,360894530,242872,585400,1000064,53011,801800,202555,21851,906,1018850699,0
1785577657.580378066,360894530,1000064,360894530,0,360894530,40316,88500,1000064,30252,511400,0,0,422553735,381141542,360894530,242872,585400,1000064,53011,801800,202555,21851,906,1018850699,0
1785577658.605312908,360894530,1000064,360894530,0,360894530,40316,88500,1000064,30252,511400,0,0,422556808,381144583,360894530,242872,585400,1000064,53011,801800,202555,21851,906,1018850699,0
1785577659.628983031,360894530,1000064,360894530,0,360894530,40316,88500,1000064,30252,511400,0,0,422559883,381147614,360894530,242872,585400,1000064,53011,801800,202555,21851,906,1018850699,0
1785577660.652179703,360894530,1000064,360894530,0,360894530,40316,88500,1000064,30252,511400,0,0,422562948,381150616,360894530,242872,585400,1000064,53011,801800,202555,21851,906,1018850699,0
1785577661.676209667,360894530,1000064,360894530,0,360894530,40316,88500,1000064,30252,511400,0,0,422566017,381153653,360894530,242872,585400,1000064,53011,801800,202555,21851,906,1018850699,0
1785577662.699715044,360894530,1000064,360894530,0,360894530,40316,88500,1000064,30252,511400,0,0,422569087,381156707,360894530,242872,585400,1000064,53011,801800,202555,21851,906,1018850699,0
1785577663.723303024,360894530,1000064,360894530,0,360894530,40316,88500,1000064,30252,511400,0,0,422572157,381159692,360894530,242872,585400,1000064,53011,801800,202555,21851,906,1018850699,0
1785577664.745890031,360894530,1000064,360894530,0,360894530,40316,88500,1000064,30252,511400,0,0,422575226,381162722,360894530,242872,585400,1000064,53011,801800,202555,21851,906,1018850699,0
1785577665.769813135,360894530,1000064,360894530,0,360894530,40316,88500,1000064,30252,511400,0,0,422578293,381165772,360894530,242872,585400,1000064,53011,801800,202555,21851,906,1018850699,0
1785577666.792174234,360894530,1000064,360894530,0,360894530,40316,88500,1000064,30252,511400,0,0,422581361,381168754,360894530,242872,585400,1000064,53011,801800,202555,21851,906,1018850699,0
1785577667.817066573,360894530,1000064,360894530,0,360894530,40316,88500,1000064,30252,511400,0,0,422584434,381171811,360894530,242872,585400,1000064,53011,801800,202555,21851,906,1018850699,0
1785577668.854808095,360894530,3133600,360894530,0,360894530,40316,88500,3137098,15282,123100,0,0,422587541,381173308,360894530,242872,585400,3141392,23088,216800,202555,7411,403,1018850699,0
1785577669.895340618,360894530,7364484,360894530,0,360894530,40316,88500,7368660,11103,71600,0,0,422590645,381173361,360894530,242872,585400,7373533,14902,121900,202555,3534,265,1018850699,0
1785577670.934856526,360894530,11700067,360894530,0,360894530,40316,88500,11703840,9915,55500,0,0,422593748,381173378,360894530,242872,585400,11708628,12593,91300,202555,2463,215,1018850699,0
1785577671.970742753,360894530,15982298,360894530,0,360894530,40316,88500,15986184,9390,47200,0,0,422596842,381173423,360894530,242872,585400,15990658,11562,74300,202555,1975,196,1018850699,0
1785577673.015916596,360894530,20236803,360894530,0,360894530,40316,88500,20240581,9095,42100,0,0,422599960,381173468,360894530,242872,585400,20245317,10980,64000,202555,1697,186,1018850699,0
1785577674.052480771,360894530,24563129,360894530,0,360894530,40316,88500,24567305,8888,38800,0,0,422603054,381173494,360894530,242872,585400,24572904,10577,57200,202555,1511,176,1018850699,0
1785577675.097847784,360894530,28836414,360894530,0,360894530,40316,88500,28840682,8756,37100,0,0,422606177,381173534,360894530,242872,585400,28846121,10314,52500,202555,1384,173,1018850699,0
1785577676.138937515,360894530,33147098,360894530,0,360894530,40316,88500,33151123,8649,36000,0,0,422609286,381173566,360894530,242872,585400,33156467,10106,48600,202555,1288,168,1018850699,0
1785577677.183699791,360894530,37476937,360894530,0,360894530,40316,88500,37481042,8562,35200,0,0,422612404,381173579,360894530,242872,585400,37490226,9941,45600,202555,1213,164,1018850699,0
1785577678.216476509,360894530,41721799,360894530,0,360894530,40316,88500,41726004,8504,34600,0,0,422615487,381173628,360894530,242872,585400,41731630,9824,43300,202555,1156,163,1018850699,0
1785577679.254242679,360894530,46014771,360894530,0,360894530,40316,88500,46018657,8451,34100,0,0,422618584,381173661,360894530,242872,585400,46024048,9721,41500,202555,1108,161,1018850699,0
1785577680.293190023,360894530,50341292,360894530,0,360894530,40316,88500,50345000,8404,33700,0,0,422621685,381173674,360894530,242872,585400,50350202,9631,40200,202555,1068,158,1018850699,0
1785577681.326716548,360894530,54536239,360894530,0,360894530,40316,88500,54540836,8375,33400,0,0,422624772,381173739,360894530,242872,585400,54546409,9571,39300,202555,1037,158,1018850699,0
1785577682.362627924,360894530,58854714,360894530,0,360894530,40316,88500,58860592,8339,33100,0,0,422627862,381173756,360894530,242872,585400,58865656,9505,38600,202555,1008,156,1018850699,0
