ts,cmd_get,cmd_set,get_hits,get_misses,rcount,ravg,rp99,wcount,wavg,wp99,badcrc,err5,cpu_total,cpu_idle,re2ec,re2ea,re2ep99,we2ec,we2ea,we2ep99,radmit,wadmit,wret
1785576095.591785826,359113646,7420475,359113646,0,359113646,24830,63000,7424362,11012,73700,0,0,417873370,377342116,359113646,243045,587200,7417470,2111150,3276700,218214,3551,2097039
1785576096.623951382,359113646,11639534,359113646,0,359113646,24830,63000,11643357,9880,57400,0,0,417876446,377342157,359113646,243045,587200,11638740,2216356,3276700,218214,2491,2204124
1785576097.662337627,359113646,15906992,359113646,0,359113646,24830,63000,15910836,9348,48600,0,0,417879548,377342196,359113646,243045,587200,15905357,2266389,3276700,218214,1991,2255638
1785576098.701295892,359113646,20167194,359113646,0,359113646,24830,63000,20171253,9045,42700,0,0,417882651,377342240,359113646,243045,587200,20165163,2294564,3276700,218214,1703,2283995
1785576099.738479574,359113646,24370861,359113646,0,359113646,24830,63000,24374591,8855,39400,0,0,417885753,377342299,359113646,243045,587200,24368414,2315468,3276700,218214,1519,2305311
1785576100.779337523,359113646,28687784,359113646,0,359113646,24830,63000,28692768,8705,37500,0,0,417888863,377342326,359113646,243045,587200,28686226,2325427,3276700,218214,1383,2315556
1785576101.825700476,359113646,33035323,359113646,0,359113646,24830,63000,33039140,8591,36200,0,0,417891986,377342344,359113646,243045,587200,33032821,2331702,3276700,218214,1282,2322019
1785576102.864861761,359113646,37243347,359113646,0,359113646,24830,63000,37247524,8519,35300,0,0,417895079,377342409,359113646,243045,587200,37243644,2341469,3276700,218214,1208,2331817
1785576103.897415992,359113646,41540234,359113646,0,359113646,24830,63000,41543726,8449,34700,0,0,417898167,377342426,359113646,243045,587200,41540506,2345132,3276700,218214,1147,2335535
1785576104.933033152,359113646,45691234,359113646,0,359113646,24830,63000,45695801,8406,34200,0,0,417901262,377342486,359113646,243045,587200,45693365,2353875,3276700,218214,1100,2344466
1785576105.962186972,359113646,49881616,359113646,0,359113646,24830,63000,49885257,8365,33700,0,0,417904334,377342538,359113646,243045,587200,49879885,2358988,3276700,218214,1060,2349583
1785576106.997300199,359113646,54149657,359113646,0,359113646,24830,63000,54153909,8325,33400,0,0,417907422,377342568,359113646,243045,587200,54149312,2361033,3276700,218214,1026,2351849
1785576108.038332990,359113646,58429046,359113646,0,359113646,24830,63000,58432994,8293,33100,0,0,417910534,377342606,359113646,243045,587200,58427560,2363619,3276700,218214,996,2354445
1785576109.083881261,359113646,62709110,359113646,0,359113646,24830,63000,62722304,8267,32800,0,0,417913654,377342651,359113646,243045,587200,62715882,2366640,3276700,218214,970,2357493
1785576110.122348756,359113646,67011777,359113646,0,359113646,24830,63000,67015617,8242,32600,0,0,417916755,377342671,359113646,243045,587200,67007755,2367987,3276700,218214,948,2358874
1785576111.157372645,359113646,71243991,359113646,0,359113646,24830,63000,71247572,8222,32400,0,0,417919842,377342727,359113646,243045,587200,71240290,2370761,3276700,218214,929,2361638
1785576112.195712751,359113646,75526525,359113646,0,359113646,24830,63000,75530751,8202,32200,0,0,417922939,377342752,359113646,243045,587200,75525504,2371912,3276700,218214,911,2362898
1785576113.236569527,359113646,79835282,359113646,0,359113646,24830,63000,79839222,8184,32100,0,0,417926049,377342780,359113646,243045,587200,79834529,2372480,3276700,218214,895,2363421
1785576114.268719346,359113646,84014481,359113646,0,359113646,24830,63000,84018087,8173,31900,0,0,417929132,377342856,359113646,243045,587200,84012129,2374938,3276700,218214,882,2365902
1785576115.308034221,359113646,88272400,359113646,0,359113646,24830,63000,88276677,8160,31800,0,0,417932231,377342903,359113646,243045,587200,88270920,2376632,3276700,218214,870,2367667
1785576116.340771375,359113646,92549571,359113646,0,359113646,24830,63000,92553969,8146,31700,0,0,417935316,377342935,359113646,243045,587200,92550164,2376605,3276700,218214,858,2367599
1785576117.377324888,359113646,96772294,359113646,0,359113646,24830,63000,96776256,8136,31600,0,0,417938411,377342990,359113646,243045,587200,96770144,2378441,3276700,218214,848,2369516
1785576118.415631214,359113646,101081354,359113646,0,359113646,24830,63000,101085371,8124,31500,0,0,417941507,377343018,359113646,243045,587200,101080453,2378519,3276700,218214,838,2369588
1785576119.449940992,359113646,105355503,359113646,0,359113646,24830,63000,105359449,8113,31400,0,0,417944596,377343050,359113646,243045,587200,105355991,2378696,3276700,218214,829,2369760
1785576120.485938485,359113646,109570763,359113646,0,359113646,24830,63000,109574651,8106,31400,0,0,417947690,377343113,359113646,243045,587200,109569289,2380254,3276700,218214,821,2371381
1785576121.526324186,359113646,113874759,359113646,0,359113646,24830,63000,113878643,8097,31300,0,0,417950791,377343135,359113646,243045,587200,113873491,2380271,3276700,218214,814,2371377
1785576122.560170083,359113646,118144822,359113646,0,359113646,24830,63000,118148976,8089,31200,0,0,417953876,377343172,359113646,243045,587200,118144288,2380705,3276700,218214,807,2371866
1785576123.593754007,359113646,122370333,359113646,0,359113646,24830,63000,122374090,8083,31200,0,0,417956960,377343223,359113646,243045,587200,122367788,2381501,3276700,218214,800,2372715
1785576124.611884610,359113646,124165718,359113646,0,359113646,24830,63000,124165718,8080,31200,0,0,417960007,377344991,359113646,243045,587200,124165718,2381496,3276700,218214,798,2372616
1785576125.633676450,359113646,124165718,359113646,0,359113646,24830,63000,124165718,8080,31200,0,0,417963069,377347989,359113646,243045,587200,124165718,2381496,3276700,218214,798,2372616
1785576126.657287332,359113646,124165718,359113646,0,359113646,24830,63000,124165718,8080,31200,0,0,417966140,377351005,359113646,243045,587200,124165718,2381496,3276700,218214,798,2372616
1785576127.681207589,359113646,124165718,359113646,0,359113646,24830,63000,124165718,8080,31200,0,0,417969211,377354059,359113646,243045,587200,124165718,2381496,3276700,218214,798,2372616
1785576128.701095145,359113646,124165718,359113646,0,359113646,24830,63000,124165718,8080,31200,0,0,417972272,377357058,359113646,243045,587200,124165718,2381496,3276700,218214,798,2372616
1785576129.725110756,359113646,124165718,359113646,0,359113646,24830,63000,124165718,8080,31200,0,0,417975339,377360088,359113646,243045,587200,124165718,2381496,3276700,218214,798,2372616
1785576130.749167854,359113646,124165718,359113646,0,359113646,24830,63000,124165718,8080,31200,0,0,417978410,377363144,359113646,243045,587200,124165718,2381496,3276700,218214,798,2372616
1785576131.772403019,359113646,124165718,359113646,0,359113646,24830,63000,124165718,8080,31200,0,0,417981479,377366146,359113646,243045,587200,124165718,2381496,3276700,218214,798,2372616
1785576132.796152076,359113646,124165718,359113646,0,359113646,24830,63000,124165718,8080,31200,0,0,417984550,377369182,359113646,243045,587200,124165718,2381496,3276700,218214,798,2372616
1785576133.819420633,359113646,124165718,359113646,0,359113646,24830,63000,124165718,8080,31200,0,0,417987621,377372236,359113646,243045,587200,124165718,2381496,3276700,218214,798,2372616
1785576134.843249393,359113646,124165718,359113646,0,359113646,24830,63000,124165718,8080,31200,0,0,417990688,377375222,359113646,243045,587200,124165718,2381496,3276700,218214,798,2372616
1785576135.866483331,359113646,124165718,359113646,0,359113646,24830,63000,124165718,8080,31200,0,0,417993756,377378250,359113646,243045,587200,124165718,2381496,3276700,218214,798,2372616
1785576136.889867216,359113646,124165718,359113646,0,359113646,24830,63000,124165718,8080,31200,0,0,417996827,377381304,359113646,243045,587200,124165718,2381496,3276700,218214,798,2372616
