ts,cmd_get,cmd_set,get_hits,get_misses,rcount,ravg,rp99,wcount,wavg,wp99,badcrc,err5,cpu_total,cpu_idle,re2ec,re2ea,re2ep99,we2ec,we2ea,we2ep99,radmit,wadmit,wret,waitenq,yields,srvc,srva,srvp50,srvp99,quec,quea,bkc,bka,rxfer,rcrypto,rsync,wxfer,wcrypto,wsync,rp50,wp50
1785950351.761224686,492053927,1000064,492053927,0,492053927,18086,58000,1000064,31304,512000,0,0,648384595,624441488,492053927,22939,73700,1000064,53549,722700,4852,22009,234,31,0,493055596,133357,112400,581900,493055596,25977,493053991,106601,14748,702,37,27786,1884,16,14500,9400
1785950352.787920748,492053927,1000064,492053927,0,492053927,18086,58000,1000064,31304,512000,0,0,648387675,624444562,492053927,22939,73700,1000064,53549,722700,4852,22009,234,31,0,493055598,133357,112400,581900,493055598,25977,493053991,106601,14748,702,37,27786,1884,16,14500,9400
1785950353.814080917,492053927,1000064,492053927,0,492053927,18086,58000,1000064,31304,512000,0,0,648390751,624447634,492053927,22939,73700,1000064,53549,722700,4852,22009,234,31,0,493055600,133357,112400,581900,493055600,25977,493053991,106601,14748,702,37,27786,1884,16,14500,9400
1785950354.840816880,492053927,1000064,492053927,0,492053927,18086,58000,1000064,31304,512000,0,0,648393831,624450710,492053927,22939,73700,1000064,53549,722700,4852,22009,234,31,0,493055602,133357,112400,581900,493055602,25977,493053991,106601,14748,702,37,27786,1884,16,14500,9400
1785950355.866769629,492053927,1000064,492053927,0,492053927,18086,58000,1000064,31304,512000,0,0,648396908,624453782,492053927,22939,73700,1000064,53549,722700,4852,22009,234,31,0,493055604,133357,112400,581900,493055604,25977,493053991,106601,14748,702,37,27786,1884,16,14500,9400
1785950356.891523609,492053927,1000064,492053927,0,492053927,18086,58000,1000064,31304,512000,0,0,648399980,624456736,492053927,22939,73700,1000064,53549,722700,4852,22009,234,31,0,493055606,133357,112400,581900,493055606,25977,493053991,106601,14748,702,37,27786,1884,16,14500,9400
1785950357.913415846,492053927,1000064,492053927,0,492053927,18086,58000,1000064,31304,512000,0,0,648403047,624459781,492053927,22939,73700,1000064,53549,722700,4852,22009,234,31,0,493055608,133357,112400,581900,493055608,25977,493053991,106601,14748,702,37,27786,1884,16,14500,9400
1785950358.939063787,492053927,1000064,492053927,0,492053927,18086,58000,1000064,31304,512000,0,0,648406122,624462852,492053927,22939,73700,1000064,53549,722700,4852,22009,234,31,0,493055610,133357,112400,581900,493055610,25977,493053991,106601,14748,702,37,27786,1884,16,14500,9400
1785950359.965335477,492053927,1000064,492053927,0,492053927,18086,58000,1000064,31304,512000,0,0,648409198,624465902,492053927,22939,73700,1000064,53549,722700,4852,22009,234,31,0,493055612,133357,112400,581900,493055612,25977,493053991,106601,14748,702,37,27786,1884,16,14500,9400
1785950360.991869649,492053927,1000064,492053927,0,492053927,18086,58000,1000064,31304,512000,0,0,648412278,624468977,492053927,22939,73700,1000064,53549,722700,4852,22009,234,31,0,493055614,133357,112400,581900,493055614,25977,493053991,106601,14748,702,37,27786,1884,16,14500,9400
1785950362.017408378,492053927,1000064,492053927,0,492053927,18086,58000,1000064,31304,512000,0,0,648415353,624472044,492053927,22939,73700,1000064,53549,722700,4852,22009,234,31,0,493055616,133357,112400,581900,493055616,25977,493053991,106601,14748,702,37,27786,1884,16,14500,9400
1785950363.042982872,492053927,1000064,492053927,0,492053927,18086,58000,1000064,31304,512000,0,0,648418430,624474985,492053927,22939,73700,1000064,53549,722700,4852,22009,234,31,0,493055618,133357,112400,581900,493055618,25977,493053991,106601,14748,702,37,27786,1884,16,14500,9400
1785950364.068620088,492053927,1000064,492053927,0,492053927,18086,58000,1000064,31304,512000,0,0,648421506,624478057,492053927,22939,73700,1000064,53549,722700,4852,22009,234,31,0,493055620,133357,112400,581900,493055620,25977,493053991,106601,14748,702,37,27786,1884,16,14500,9400
1785950365.094857167,492053927,1000064,492053927,0,492053927,18086,58000,1000064,31304,512000,0,0,648424586,624481130,492053927,22939,73700,1000064,53549,722700,4852,22009,234,31,0,493055622,133357,112400,581900,493055622,25977,493053991,106601,14748,702,37,27786,1884,16,14500,9400
1785950366.119418360,492053927,1000064,492053927,0,492053927,18086,58000,1000064,31304,512000,0,0,648427658,624484172,492053927,22939,73700,1000064,53549,722700,4852,22009,234,31,0,493055624,133357,112400,581900,493055624,25977,493053991,106601,14748,702,37,27786,1884,16,14500,9400
1785950371.198193564,0,0,0,0,0,0,0,0,0,0,0,0,648442884,624499114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785950372.223074300,0,0,0,0,0,0,0,0,0,0,0,0,648445959,624502184,0,0,0,0,0,0,0,0,0,0,0,2,15604148,3276700,18446744073709551616,2,7721954,0,0,0,0,0,0,0,0,0,0
1785950373.247518249,0,0,0,0,0,0,0,0,0,0,0,0,648449035,624505252,0,0,0,0,0,0,0,0,0,0,0,4,9582105,3276700,18446744073709551616,4,4748182,0,0,0,0,0,0,0,0,0,0
1785950374.270648678,0,0,0,0,0,0,0,0,0,0,0,0,648452105,624508249,0,0,0,0,0,0,0,0,0,0,0,6,7591369,3276700,18446744073709551616,6,3735738,0,0,0,0,0,0,0,0,0,0
1785950375.294856365,0,0,0,0,0,0,0,0,0,0,0,0,648455173,624511249,0,0,0,0,0,0,0,0,0,0,0,8,6568983,3276700,18446744073709551616,8,3230815,0,0,0,0,0,0,0,0,0,0
1785950376.318946890,0,0,0,0,0,0,0,0,0,0,0,0,648458245,624514317,0,0,0,0,0,0,0,0,0,0,0,10,5944052,3276700,18446744073709551616,10,2925064,0,0,0,0,0,0,0,0,0,0
1785950377.340516966,0,0,0,0,0,0,0,0,0,0,0,0,648461312,624517377,0,0,0,0,0,0,0,0,0,0,0,12,5546178,3276700,18446744073709551616,12,2724197,0,0,0,0,0,0,0,0,0,0
1785950378.364572333,0,0,0,0,0,0,0,0,0,0,0,0,648464383,624520444,0,0,0,0,0,0,0,0,0,0,0,14,4966201,3276700,18446744073709551616,14,2436420,0,0,0,0,0,0,0,0,0,0
1785950379.388261721,0,0,0,0,0,0,0,0,0,0,0,0,648467453,624523510,0,0,0,0,0,0,0,0,0,0,0,16,4787324,3276700,18446744073709551616,16,2344459,0,0,0,0,0,0,0,0,0,0
1785950380.405617462,0,0,0,0,0,0,0,0,0,0,0,0,648470512,624526396,0,0,0,0,0,0,0,0,0,0,0,18,4642917,3276700,18446744073709551616,18,2272530,0,0,0,0,0,0,0,0,0,0
1785950381.429233753,0,0,0,0,0,0,0,0,0,0,0,0,648473577,624529403,0,0,0,0,0,0,0,0,0,0,0,22,3952951,3276700,18446744073709551616,22,1927143,0,0,0,0,0,0,0,0,0,0
1785950382.452921771,0,0,0,0,0,0,0,0,0,0,0,0,648476645,624532442,0,0,0,0,0,0,0,0,0,0,0,26,3628871,3276700,18446744073709551616,26,1764901,0,0,0,0,0,0,0,0,0,0
1785950383.473713275,0,53611,0,0,0,0,0,54054,91674,724100,0,0,648479687,624535148,0,0,0,54749,113985,895000,0,21573,2317,0,0,55148,1092681,431400,18446744073709551616,55764,304713,56424,765959,0,0,0,51995,22005,82,0,12600
1785950384.488971817,0,1000003,0,0,0,0,0,1000003,30891,473100,0,0,648482471,624536331,0,0,0,1000002,53345,739200,0,22091,361,0,0,1000025,398169,257400,1859500,1000025,77470,999995,319440,0,0,0,27662,1919,19,0,9000
1785950385.509641488,0,1000003,0,0,0,0,0,1000003,30891,473100,0,0,648485527,624539384,0,0,0,1000002,53345,739200,0,22091,361,0,0,1000027,398174,257400,1860500,1000027,77473,999995,319440,0,0,0,27662,1919,19,0,9000
